Datetime,StockSymbol,open,high,low,close
11/12/2000 2:00,VNINDEX,189.9400024,189.9400024,189.9400024,189.9400024
13/12/2000 2:00,VNINDEX,184.4799957,184.4799957,184.4799957,184.4799957
15/12/2000 2:00,VNINDEX,187.6199951,187.6199951,187.6199951,187.6199951
18/12/2000 2:00,VNINDEX,191.1100006,191.1100006,191.1100006,191.1100006
20/12/2000 2:00,VNINDEX,194.8500061,194.8500061,194.8500061,194.8500061
22/12/2000 2:00,VNINDEX,198.5800018,198.5800018,198.5800018,198.5800018
25/12/2000 2:00,VNINDEX,202.3200073,202.3200073,202.3200073,202.3200073
27/12/2000 2:00,VNINDEX,203.0899963,203.0899963,203.0899963,203.0899963
29/12/2000 2:00,VNINDEX,206.8300018,206.8300018,206.8300018,206.8300018
03/01/2001 2:00,VNINDEX,210.5599976,210.5599976,210.5599976,210.5599976
05/01/2001 2:00,VNINDEX,214.3200073,214.3200073,214.3200073,214.3200073
08/01/2001 2:00,VNINDEX,218.1199951,218.1199951,218.1199951,218.1199951
10/01/2001 2:00,VNINDEX,222.1499939,222.1499939,222.1499939,222.1499939
12/01/2001 2:00,VNINDEX,225.6699982,225.6699982,225.6699982,225.6699982
15/01/2001 2:00,VNINDEX,228.3500061,228.3500061,228.3500061,228.3500061
17/01/2001 2:00,VNINDEX,232.6799927,232.6799927,232.6799927,232.6799927
19/01/2001 2:00,VNINDEX,236.9700012,236.9700012,236.9700012,236.9700012
29/01/2001 2:00,VNINDEX,241.3600006,241.3600006,241.3600006,241.3600006
31/01/2001 2:00,VNINDEX,245.8000031,245.8000031,245.8000031,245.8000031
02/02/2001 2:00,VNINDEX,250.2299957,250.2299957,250.2299957,250.2299957
05/02/2001 2:00,VNINDEX,254.9600067,254.9600067,254.9600067,254.9600067
07/02/2001 2:00,VNINDEX,259.9299927,259.9299927,259.9299927,259.9299927
09/02/2001 2:00,VNINDEX,260.1499939,260.1499939,260.1499939,260.1499939
12/02/2001 2:00,VNINDEX,256.1799927,256.1799927,256.1799927,256.1799927
14/02/2001 2:00,VNINDEX,252.2100067,252.2100067,252.2100067,252.2100067
16/02/2001 2:00,VNINDEX,248.9799957,248.9799957,248.9799957,248.9799957
19/02/2001 2:00,VNINDEX,245.9900055,245.9900055,245.9900055,245.9900055
21/02/2001 2:00,VNINDEX,246.75,246.75,246.75,246.75
23/02/2001 2:00,VNINDEX,251.2200012,251.2200012,251.2200012,251.2200012
26/02/2001 2:00,VNINDEX,255.6100006,255.6100006,255.6100006,255.6100006
28/02/2001 2:00,VNINDEX,252.3999939,252.3999939,252.3999939,252.3999939
02/03/2001 2:00,VNINDEX,253.6399994,253.6399994,253.6399994,253.6399994
05/03/2001 2:00,VNINDEX,250.7299957,250.7299957,250.7299957,250.7299957
07/03/2001 2:00,VNINDEX,248.0500031,248.0500031,248.0500031,248.0500031
09/03/2001 2:00,VNINDEX,252.6100006,252.6100006,252.6100006,252.6100006
12/03/2001 2:00,VNINDEX,255.9900055,255.9900055,255.9900055,255.9900055
14/03/2001 2:00,VNINDEX,257.7000122,257.7000122,257.7000122,257.7000122
16/03/2001 2:00,VNINDEX,258.519989,258.519989,258.519989,258.519989
19/03/2001 2:00,VNINDEX,260.2900085,260.2900085,260.2900085,260.2900085
21/03/2001 2:00,VNINDEX,261.1099854,261.1099854,261.1099854,261.1099854
23/03/2001 2:00,VNINDEX,259.6000061,259.6000061,259.6000061,259.6000061
26/03/2001 2:00,VNINDEX,260.1099854,260.1099854,260.1099854,260.1099854
28/03/2001 2:00,VNINDEX,264.7000122,264.7000122,264.7000122,264.7000122
30/03/2001 2:00,VNINDEX,269.2999878,269.2999878,269.2999878,269.2999878
02/04/2001 2:00,VNINDEX,274.4299927,274.4299927,274.4299927,274.4299927
04/04/2001 2:00,VNINDEX,279.5599976,279.5599976,279.5599976,279.5599976
06/04/2001 2:00,VNINDEX,284.6900024,284.6900024,284.6900024,284.6900024
09/04/2001 2:00,VNINDEX,289.8200073,289.8200073,289.8200073,289.8200073
11/04/2001 2:00,VNINDEX,295.0899963,295.0899963,295.0899963,295.0899963
13/04/2001 2:00,VNINDEX,300.3599854,300.3599854,300.3599854,300.3599854
16/04/2001 2:00,VNINDEX,306.1600037,306.1600037,306.1600037,306.1600037
18/04/2001 2:00,VNINDEX,311.9599915,311.9599915,311.9599915,311.9599915
20/04/2001 2:00,VNINDEX,317.7600098,317.7600098,317.7600098,317.7600098
23/04/2001 2:00,VNINDEX,313.7399902,313.7399902,313.7399902,313.7399902
25/04/2001 2:00,VNINDEX,315.269989,315.269989,315.269989,315.269989
27/04/2001 2:00,VNINDEX,321.0700073,321.0700073,321.0700073,321.0700073
02/05/2001 2:00,VNINDEX,327.1300049,327.1300049,327.1300049,327.1300049
04/05/2001 2:00,VNINDEX,332,332,332,332
07/05/2001 2:00,VNINDEX,338.3500061,338.3500061,338.3500061,338.3500061
09/05/2001 2:00,VNINDEX,344.4700012,344.4700012,344.4700012,344.4700012
11/05/2001 2:00,VNINDEX,351.0599976,351.0599976,351.0599976,351.0599976
14/05/2001 2:00,VNINDEX,357.6499939,357.6499939,357.6499939,357.6499939
16/05/2001 2:00,VNINDEX,364.269989,364.269989,364.269989,364.269989
18/05/2001 2:00,VNINDEX,370.8999939,370.8999939,370.8999939,370.8999939
21/05/2001 2:00,VNINDEX,377.4299927,377.4299927,377.4299927,377.4299927
23/05/2001 2:00,VNINDEX,384.1600037,384.1600037,384.1600037,384.1600037
25/05/2001 2:00,VNINDEX,390.8800049,390.8800049,390.8800049,390.8800049
28/05/2001 2:00,VNINDEX,397.5,397.5,397.5,397.5
30/05/2001 2:00,VNINDEX,404.2600098,404.2600098,404.2600098,404.2600098
01/06/2001 2:00,VNINDEX,411.0299988,411.0299988,411.0299988,411.0299988
04/06/2001 2:00,VNINDEX,417.7900085,417.7900085,417.7900085,417.7900085
06/06/2001 2:00,VNINDEX,424.5599976,424.5599976,424.5599976,424.5599976
08/06/2001 2:00,VNINDEX,426.5799866,426.5799866,426.5799866,426.5799866
11/06/2001 2:00,VNINDEX,428.019989,428.019989,428.019989,428.019989
13/06/2001 2:00,VNINDEX,456.1799927,456.1799927,456.1799927,456.1799927
15/06/2001 2:00,VNINDEX,486.3399963,486.3399963,486.3399963,486.3399963
18/06/2001 2:00,VNINDEX,518.6199951,518.6199951,518.6199951,518.6199951
20/06/2001 2:00,VNINDEX,553.5599976,553.5599976,553.5599976,553.5599976
22/06/2001 2:00,VNINDEX,563,563,563,563
25/06/2001 2:00,VNINDEX,571.039978,571.039978,571.039978,571.039978
27/06/2001 2:00,VNINDEX,531.9299927,531.9299927,531.9299927,531.9299927
29/06/2001 2:00,VNINDEX,500.2799988,500.2799988,500.2799988,500.2799988
02/07/2001 2:00,VNINDEX,491.1700134,491.1700134,491.1700134,491.1700134
04/07/2001 2:00,VNINDEX,512.7999878,512.7999878,512.7999878,512.7999878
06/07/2001 2:00,VNINDEX,502.9299927,502.9299927,502.9299927,502.9299927
09/07/2001 2:00,VNINDEX,470.8299866,470.8299866,470.8299866,470.8299866
11/07/2001 2:00,VNINDEX,436.1300049,436.1300049,436.1300049,436.1300049
13/07/2001 2:00,VNINDEX,416.4599915,416.4599915,416.4599915,416.4599915
16/07/2001 2:00,VNINDEX,411.4299927,411.4299927,411.4299927,411.4299927
18/07/2001 2:00,VNINDEX,438.1199951,438.1199951,438.1199951,438.1199951
20/07/2001 2:00,VNINDEX,466.6700134,466.6700134,466.6700134,466.6700134
23/07/2001 2:00,VNINDEX,438.3299866,438.3299866,438.3299866,438.3299866
25/07/2001 2:00,VNINDEX,450.8699951,450.8699951,450.8699951,450.8699951
27/07/2001 2:00,VNINDEX,445.3699951,445.3699951,445.3699951,445.3699951
30/07/2001 2:00,VNINDEX,422.4599915,422.4599915,422.4599915,422.4599915
01/08/2001 2:00,VNINDEX,395.6300049,395.6300049,395.6300049,395.6300049
03/08/2001 2:00,VNINDEX,371.7600098,371.7600098,371.7600098,371.7600098
06/08/2001 2:00,VNINDEX,350.6900024,350.6900024,350.6900024,350.6900024
08/08/2001 2:00,VNINDEX,373.6300049,373.6300049,373.6300049,373.6300049
10/08/2001 2:00,VNINDEX,394.1799927,394.1799927,394.1799927,394.1799927
13/08/2001 2:00,VNINDEX,368.3399963,368.3399963,368.3399963,368.3399963
15/08/2001 2:00,VNINDEX,344.3099976,344.3099976,344.3099976,344.3099976
17/08/2001 2:00,VNINDEX,321.8299866,321.8299866,321.8299866,321.8299866
20/08/2001 2:00,VNINDEX,302.25,302.25,302.25,302.25
22/08/2001 2:00,VNINDEX,320.980011,320.980011,320.980011,320.980011
24/08/2001 2:00,VNINDEX,300.0299988,300.0299988,300.0299988,300.0299988
27/08/2001 2:00,VNINDEX,279.6499939,279.6499939,279.6499939,279.6499939
29/08/2001 2:00,VNINDEX,261.3500061,261.3500061,261.3500061,261.3500061
31/08/2001 2:00,VNINDEX,277.3999939,277.3999939,277.3999939,277.3999939
05/09/2001 2:00,VNINDEX,296.4299927,296.4299927,296.4299927,296.4299927
07/09/2001 2:00,VNINDEX,307.7600098,307.7600098,307.7600098,307.7600098
10/09/2001 2:00,VNINDEX,286.5499878,286.5499878,286.5499878,286.5499878
12/09/2001 2:00,VNINDEX,284.6799927,284.6799927,284.6799927,284.6799927
14/09/2001 2:00,VNINDEX,274.6400147,274.6400147,274.6400147,274.6400147
17/09/2001 2:00,VNINDEX,266.0899963,266.0899963,266.0899963,266.0899963
19/09/2001 2:00,VNINDEX,273.3699951,273.3699951,273.3699951,273.3699951
21/09/2001 2:00,VNINDEX,272.0299988,272.0299988,272.0299988,272.0299988
24/09/2001 2:00,VNINDEX,259.75,259.75,259.75,259.75
26/09/2001 2:00,VNINDEX,249.7200012,249.7200012,249.7200012,249.7200012
28/09/2001 2:00,VNINDEX,244.4600067,244.4600067,244.4600067,244.4600067
01/10/2001 2:00,VNINDEX,229.0599976,229.0599976,229.0599976,229.0599976
03/10/2001 2:00,VNINDEX,214.2899933,214.2899933,214.2899933,214.2899933
05/10/2001 2:00,VNINDEX,203.1199951,203.1199951,203.1199951,203.1199951
08/10/2001 2:00,VNINDEX,217.1000061,217.1000061,217.1000061,217.1000061
10/10/2001 2:00,VNINDEX,221.1799927,221.1799927,221.1799927,221.1799927
12/10/2001 2:00,VNINDEX,225.2700043,225.2700043,225.2700043,225.2700043
15/10/2001 2:00,VNINDEX,229.3500061,229.3500061,229.3500061,229.3500061
17/10/2001 2:00,VNINDEX,233.4799957,233.4799957,233.4799957,233.4799957
19/10/2001 2:00,VNINDEX,237.6199951,237.6199951,237.6199951,237.6199951
22/10/2001 2:00,VNINDEX,242.0099945,242.0099945,242.0099945,242.0099945
24/10/2001 2:00,VNINDEX,246.4100037,246.4100037,246.4100037,246.4100037
26/10/2001 2:00,VNINDEX,250.8500061,250.8500061,250.8500061,250.8500061
29/10/2001 2:00,VNINDEX,255.5500031,255.5500031,255.5500031,255.5500031
31/10/2001 2:00,VNINDEX,260.2900085,260.2900085,260.2900085,260.2900085
02/11/2001 2:00,VNINDEX,265.0299988,265.0299988,265.0299988,265.0299988
05/11/2001 2:00,VNINDEX,269.769989,269.769989,269.769989,269.769989
07/11/2001 2:00,VNINDEX,274.8900147,274.8900147,274.8900147,274.8900147
09/11/2001 2:00,VNINDEX,280.0299988,280.0299988,280.0299988,280.0299988
12/11/2001 2:00,VNINDEX,285.0599976,285.0599976,285.0599976,285.0599976
14/11/2001 2:00,VNINDEX,290.5100098,290.5100098,290.5100098,290.5100098
16/11/2001 2:00,VNINDEX,295.9700012,295.9700012,295.9700012,295.9700012
19/11/2001 2:00,VNINDEX,301.0899963,301.0899963,301.0899963,301.0899963
21/11/2001 2:00,VNINDEX,296.1099854,296.1099854,296.1099854,296.1099854
23/11/2001 2:00,VNINDEX,292.1700134,292.1700134,292.1700134,292.1700134
26/11/2001 2:00,VNINDEX,296.8999939,296.8999939,296.8999939,296.8999939
28/11/2001 2:00,VNINDEX,293.0299988,293.0299988,293.0299988,293.0299988
30/11/2001 2:00,VNINDEX,288.519989,288.519989,288.519989,288.519989
03/12/2001 2:00,VNINDEX,283.019989,283.019989,283.019989,283.019989
05/12/2001 2:00,VNINDEX,279.1499939,279.1499939,279.1499939,279.1499939
07/12/2001 2:00,VNINDEX,275.4899902,275.4899902,275.4899902,275.4899902
10/12/2001 2:00,VNINDEX,271.6199951,271.6199951,271.6199951,271.6199951
12/12/2001 2:00,VNINDEX,267.8299866,267.8299866,267.8299866,267.8299866
14/12/2001 2:00,VNINDEX,263.0400085,263.0400085,263.0400085,263.0400085
17/12/2001 2:00,VNINDEX,259.0799866,259.0799866,259.0799866,259.0799866
19/12/2001 2:00,VNINDEX,247.2599945,247.2599945,247.2599945,247.2599945
21/12/2001 2:00,VNINDEX,250.949997,250.949997,250.949997,250.949997
24/12/2001 2:00,VNINDEX,248.0500031,248.0500031,248.0500031,248.0500031
26/12/2001 2:00,VNINDEX,242.75,242.75,242.75,242.75
28/12/2001 2:00,VNINDEX,239.2700043,239.2700043,239.2700043,239.2700043
31/12/2001 2:00,VNINDEX,235.3999939,235.3999939,235.3999939,235.3999939
02/01/2002 2:00,VNINDEX,231.699997,231.699997,231.699997,231.699997
04/01/2002 2:00,VNINDEX,227.7899933,227.7899933,227.7899933,227.7899933
07/01/2002 2:00,VNINDEX,225.949997,225.949997,225.949997,225.949997
09/01/2002 2:00,VNINDEX,222.8999939,222.8999939,222.8999939,222.8999939
11/01/2002 2:00,VNINDEX,219.2200012,219.2200012,219.2200012,219.2200012
14/01/2002 2:00,VNINDEX,214.1600037,214.1600037,214.1600037,214.1600037
16/01/2002 2:00,VNINDEX,210.6799927,210.6799927,210.6799927,210.6799927
18/01/2002 2:00,VNINDEX,206.7899933,206.7899933,206.7899933,206.7899933
21/01/2002 2:00,VNINDEX,203.2700043,203.2700043,203.2700043,203.2700043
23/01/2002 2:00,VNINDEX,206.0099945,206.0099945,206.0099945,206.0099945
25/01/2002 2:00,VNINDEX,209.0200043,209.0200043,209.0200043,209.0200043
28/01/2002 2:00,VNINDEX,210.7599945,210.7599945,210.7599945,210.7599945
30/01/2002 2:00,VNINDEX,207.5500031,207.5500031,207.5500031,207.5500031
01/02/2002 2:00,VNINDEX,204.4799957,204.4799957,204.4799957,204.4799957
04/02/2002 2:00,VNINDEX,203.7700043,203.7700043,203.7700043,203.7700043
06/02/2002 2:00,VNINDEX,205.3699951,205.3699951,205.3699951,205.3699951
08/02/2002 2:00,VNINDEX,205.199997,205.199997,205.199997,205.199997
15/02/2002 2:00,VNINDEX,205.199997,205.199997,205.199997,205.199997
18/02/2002 2:00,VNINDEX,202.8899994,202.8899994,202.8899994,202.8899994
20/02/2002 2:00,VNINDEX,199.5200043,199.5200043,199.5200043,199.5200043
22/02/2002 2:00,VNINDEX,196.5800018,196.5800018,196.5800018,196.5800018
25/02/2002 2:00,VNINDEX,193.7899933,193.7899933,193.7899933,193.7899933
27/02/2002 2:00,VNINDEX,191.1000061,191.1000061,191.1000061,191.1000061
01/03/2002 2:00,VNINDEX,193.5899963,193.5899963,193.5899963,193.5899963
04/03/2002 2:00,VNINDEX,190.9799957,190.9799957,190.9799957,190.9799957
05/03/2002 2:00,VNINDEX,188.2200012,188.2200012,188.2200012,188.2200012
06/03/2002 2:00,VNINDEX,185.7400055,185.7400055,185.7400055,185.7400055
07/03/2002 2:00,VNINDEX,183.199997,183.199997,183.199997,183.199997
08/03/2002 2:00,VNINDEX,181.199997,181.199997,181.199997,181.199997
11/03/2002 2:00,VNINDEX,180.7299957,180.7299957,180.7299957,180.7299957
12/03/2002 2:00,VNINDEX,182.9199982,182.9199982,182.9199982,182.9199982
13/03/2002 2:00,VNINDEX,185.6600037,185.6600037,185.6600037,185.6600037
14/03/2002 2:00,VNINDEX,188.9700012,188.9700012,188.9700012,188.9700012
15/03/2002 2:00,VNINDEX,192.3899994,192.3899994,192.3899994,192.3899994
18/03/2002 2:00,VNINDEX,190.3000031,190.3000031,190.3000031,190.3000031
19/03/2002 2:00,VNINDEX,187.0599976,187.0599976,187.0599976,187.0599976
20/03/2002 2:00,VNINDEX,189.0500031,189.0500031,189.0500031,189.0500031
21/03/2002 2:00,VNINDEX,189.2599945,189.2599945,189.2599945,189.2599945
22/03/2002 2:00,VNINDEX,187.6699982,187.6699982,187.6699982,187.6699982
25/03/2002 2:00,VNINDEX,188.7100067,188.7100067,188.7100067,188.7100067
26/03/2002 2:00,VNINDEX,191.9700012,191.9700012,191.9700012,191.9700012
27/03/2002 2:00,VNINDEX,195.1100006,195.1100006,195.1100006,195.1100006
28/03/2002 2:00,VNINDEX,197.8899994,197.8899994,197.8899994,197.8899994
29/03/2002 2:00,VNINDEX,200.1499939,200.1499939,200.1499939,200.1499939
01/04/2002 2:00,VNINDEX,203.1399994,203.1399994,203.1399994,203.1399994
02/04/2002 2:00,VNINDEX,203.2200012,203.2200012,203.2200012,203.2200012
03/04/2002 2:00,VNINDEX,202.1600037,202.1600037,202.1600037,202.1600037
04/04/2002 2:00,VNINDEX,201.3800049,201.3800049,201.3800049,201.3800049
05/04/2002 2:00,VNINDEX,198.7700043,198.7700043,198.7700043,198.7700043
08/04/2002 2:00,VNINDEX,198.5200043,198.5200043,198.5200043,198.5200043
09/04/2002 2:00,VNINDEX,200.4799957,200.4799957,200.4799957,200.4799957
10/04/2002 2:00,VNINDEX,200.8500061,200.8500061,200.8500061,200.8500061
11/04/2002 2:00,VNINDEX,200.3600006,200.3600006,200.3600006,200.3600006
12/04/2002 2:00,VNINDEX,199.6900024,199.6900024,199.6900024,199.6900024
15/04/2002 2:00,VNINDEX,200.3999939,200.3999939,200.3999939,200.3999939
16/04/2002 2:00,VNINDEX,198.4400024,198.4400024,198.4400024,198.4400024
17/04/2002 2:00,VNINDEX,197.1199951,197.1199951,197.1199951,197.1199951
18/04/2002 2:00,VNINDEX,199.3099976,199.3099976,199.3099976,199.3099976
19/04/2002 2:00,VNINDEX,201.4299927,201.4299927,201.4299927,201.4299927
22/04/2002 2:00,VNINDEX,201.1399994,201.1399994,201.1399994,201.1399994
23/04/2002 2:00,VNINDEX,202.8099976,202.8099976,202.8099976,202.8099976
24/04/2002 2:00,VNINDEX,205.6499939,205.6499939,205.6499939,205.6499939
25/04/2002 2:00,VNINDEX,207.0599976,207.0599976,207.0599976,207.0599976
26/04/2002 2:00,VNINDEX,208.4799957,208.4799957,208.4799957,208.4799957
29/04/2002 2:00,VNINDEX,208.4799957,208.4799957,208.4799957,208.4799957
02/05/2002 2:00,VNINDEX,209.5200043,209.5200043,209.5200043,209.5200043
03/05/2002 2:00,VNINDEX,212.949997,212.949997,212.949997,212.949997
06/05/2002 2:00,VNINDEX,214.2299957,214.2299957,214.2299957,214.2299957
07/05/2002 2:00,VNINDEX,210.4299927,210.4299927,210.4299927,210.4299927
08/05/2002 2:00,VNINDEX,207.0500031,207.0500031,207.0500031,207.0500031
09/05/2002 2:00,VNINDEX,208.8500061,208.8500061,208.8500061,208.8500061
10/05/2002 2:00,VNINDEX,211.8800049,211.8800049,211.8800049,211.8800049
13/05/2002 2:00,VNINDEX,209.6199951,209.6199951,209.6199951,209.6199951
14/05/2002 2:00,VNINDEX,209.8800049,209.8800049,209.8800049,209.8800049
15/05/2002 2:00,VNINDEX,209.8200073,209.8200073,209.8200073,209.8200073
16/05/2002 2:00,VNINDEX,209.0800018,209.0800018,209.0800018,209.0800018
17/05/2002 2:00,VNINDEX,209.7899933,209.7899933,209.7899933,209.7899933
20/05/2002 2:00,VNINDEX,208.1399994,208.1399994,208.1399994,208.1399994
21/05/2002 2:00,VNINDEX,208.9299927,208.9299927,208.9299927,208.9299927
22/05/2002 2:00,VNINDEX,209.6600037,209.6600037,209.6600037,209.6600037
23/05/2002 2:00,VNINDEX,208.9299927,208.9299927,208.9299927,208.9299927
24/05/2002 2:00,VNINDEX,208.0399933,208.0399933,208.0399933,208.0399933
27/05/2002 2:00,VNINDEX,206.3000031,206.3000031,206.3000031,206.3000031
28/05/2002 2:00,VNINDEX,205.0200043,205.0200043,205.0200043,205.0200043
29/05/2002 2:00,VNINDEX,203.6499939,203.6499939,203.6499939,203.6499939
30/05/2002 2:00,VNINDEX,203.7700043,203.7700043,203.7700043,203.7700043
31/05/2002 2:00,VNINDEX,207.1199951,207.1199951,207.1199951,207.1199951
03/06/2002 2:00,VNINDEX,207.8099976,207.8099976,207.8099976,207.8099976
04/06/2002 2:00,VNINDEX,205.6799927,205.6799927,205.6799927,205.6799927
05/06/2002 2:00,VNINDEX,205.4799957,205.4799957,205.4799957,205.4799957
06/06/2002 2:00,VNINDEX,205.0700073,205.0700073,205.0700073,205.0700073
07/06/2002 2:00,VNINDEX,203.0599976,203.0599976,203.0599976,203.0599976
10/06/2002 2:00,VNINDEX,204.8800049,204.8800049,204.8800049,204.8800049
11/06/2002 2:00,VNINDEX,203.5299988,203.5299988,203.5299988,203.5299988
12/06/2002 2:00,VNINDEX,203.7899933,203.7899933,203.7899933,203.7899933
13/06/2002 2:00,VNINDEX,202.3500061,202.3500061,202.3500061,202.3500061
14/06/2002 2:00,VNINDEX,200.75,200.75,200.75,200.75
17/06/2002 2:00,VNINDEX,197.7700043,197.7700043,197.7700043,197.7700043
18/06/2002 2:00,VNINDEX,195.5899963,195.5899963,195.5899963,195.5899963
19/06/2002 2:00,VNINDEX,192.1300049,192.1300049,192.1300049,192.1300049
20/06/2002 2:00,VNINDEX,193.3200073,193.3200073,193.3200073,193.3200073
21/06/2002 2:00,VNINDEX,196.8899994,196.8899994,196.8899994,196.8899994
24/06/2002 2:00,VNINDEX,200.5,200.5,200.5,200.5
25/06/2002 2:00,VNINDEX,202.3999939,202.3999939,202.3999939,202.3999939
26/06/2002 2:00,VNINDEX,200.5,200.5,200.5,200.5
27/06/2002 2:00,VNINDEX,199.6100006,199.6100006,199.6100006,199.6100006
28/06/2002 2:00,VNINDEX,202.0599976,202.0599976,202.0599976,202.0599976
01/07/2002 2:00,VNINDEX,200.2599945,200.2599945,200.2599945,200.2599945
02/07/2002 2:00,VNINDEX,199.9400024,199.9400024,199.9400024,199.9400024
03/07/2002 2:00,VNINDEX,199.6100006,199.6100006,199.6100006,199.6100006
04/07/2002 2:00,VNINDEX,199.699997,199.699997,199.699997,199.699997
05/07/2002 2:00,VNINDEX,200.5,200.5,200.5,200.5
08/07/2002 2:00,VNINDEX,200.1900024,200.1900024,200.1900024,200.1900024
09/07/2002 2:00,VNINDEX,199,199,199,199
10/07/2002 2:00,VNINDEX,197.2700043,197.2700043,197.2700043,197.2700043
11/07/2002 2:00,VNINDEX,197.25,197.25,197.25,197.25
12/07/2002 2:00,VNINDEX,198.1699982,198.1699982,198.1699982,198.1699982
15/07/2002 2:00,VNINDEX,197.3699951,197.3699951,197.3699951,197.3699951
16/07/2002 2:00,VNINDEX,196.8500061,196.8500061,196.8500061,196.8500061
17/07/2002 2:00,VNINDEX,194.3000031,194.3000031,194.3000031,194.3000031
18/07/2002 2:00,VNINDEX,192.4199982,192.4199982,192.4199982,192.4199982
