Datetime,StockSymbol,open,high,low,close,volume
18/01/2007 2:00,ACB,10967.20432,11267.21903,10900.53439,11267.21903,1361931.845
19/01/2007 2:00,ACB,11400.5589,12000.58832,11200.54909,11833.91348,1169941.944
22/01/2007 2:00,ACB,11900.58341,12333.93799,11600.56871,12267.26806,1762411.909
23/01/2007 2:00,ACB,13020.63832,13020.63832,12000.58832,12933.96741,1115944.656
24/01/2007 2:00,ACB,12933.96741,13914.01546,11667.23864,13467.32689,1511924.084
25/01/2007 2:00,ACB,13867.3465,14000.68637,12240.60008,12933.96741,785960.0766
26/01/2007 2:00,ACB,12800.62754,12933.96741,11947.25237,12733.9576,853457.2041
29/01/2007 2:00,ACB,12467.27786,12727.29061,12067.25825,12680.62166,604469.5913
30/01/2007 2:00,ACB,13067.30728,13300.65205,12667.28767,13067.30728,572971.3451
31/01/2007 2:00,ACB,13333.98702,13333.98702,13067.30728,13160.64519,604469.5913
01/02/2007 2:00,ACB,13400.65696,13800.67656,12800.62754,13000.63735,964452.2049
02/02/2007 2:00,ACB,14000.68637,14000.68637,12867.29747,12967.30238,382479.5897
05/02/2007 2:00,ACB,13200.64715,13200.64715,12800.62754,12833.96251,572971.3451
06/02/2007 2:00,ACB,12667.28767,13000.63735,12667.28767,12900.63244,592469.9642
07/02/2007 2:00,ACB,12933.96741,14000.68637,12867.29747,13133.97722,1130942.64
08/02/2007 2:00,ACB,13200.64715,13333.98702,12933.96741,12987.30336,1511924.084
09/02/2007 2:00,ACB,13067.30728,13267.31708,12867.29747,12993.97035,1142942.267
12/02/2007 2:00,ACB,13033.97231,13133.97722,12967.30238,13000.63735,1429428.973
13/02/2007 2:00,ACB,13133.97722,13267.31708,13067.30728,13267.31708,1373931.472
14/02/2007 2:00,ACB,13267.31708,14000.68637,13267.31708,13934.01644,932953.9587
15/02/2007 2:00,ACB,13867.3465,14334.03605,13867.3465,14300.70108,1249438.699
26/02/2007 2:00,ACB,14334.03605,15560.76285,14334.03605,15560.76285,2707365.494
27/02/2007 2:00,ACB,15667.43475,17000.83345,15667.43475,16800.82365,1054446.308
28/02/2007 2:00,ACB,18500.90699,18500.90699,15800.77462,16534.14391,869955.3998
01/03/2007 2:00,ACB,17000.83345,17000.83345,16134.12429,16467.47397,1190940.775
02/03/2007 2:00,ACB,18000.88247,18000.88247,14874.06252,16267.46416,925452.9002
05/03/2007 2:00,ACB,16667.48377,18000.88247,16667.48377,17334.18313,3040350.497
06/03/2007 2:00,ACB,17667.5328,19034.26647,17667.5328,18600.91189,2720865.333
07/03/2007 2:00,ACB,19667.63085,19667.63085,18667.58183,19034.26647,1919905.206
08/03/2007 2:00,ACB,19334.28118,20000.98053,18934.26157,19000.93151,2135894.361
09/03/2007 2:00,ACB,20000.98053,20000.98053,18867.59163,18934.26157,977952.0437
12/03/2007 2:00,ACB,20000.98053,20000.98053,17334.18313,18367.56712,1543422.33
13/03/2007 2:00,ACB,18667.58183,18667.58183,17934.21254,17934.21254,1828408.824
14/03/2007 2:00,ACB,17867.54261,18134.22235,16667.48377,17000.83345,926953.1119
15/03/2007 2:00,ACB,16000.78443,17867.54261,16000.78443,17667.5328,2251387.93
16/03/2007 2:00,ACB,17667.5328,18660.91483,15274.08213,18660.91483,425977.463
19/03/2007 2:00,ACB,19000.93151,20267.66027,18667.58183,19467.62105,3475329.23
20/03/2007 2:00,ACB,18734.25176,19467.62105,18000.88247,18000.88247,1798410.79
21/03/2007 2:00,ACB,18100.88738,18334.23215,17934.21254,18000.88247,1313935.403
22/03/2007 2:00,ACB,18200.89228,18200.89228,17340.85012,17960.88052,698964.33
23/03/2007 2:00,ACB,18000.88247,18000.88247,17534.19293,17534.19293,1283935.302
26/03/2007 2:00,ACB,17400.85306,17667.5328,16000.78443,16000.78443,1238937.217
27/03/2007 2:00,ACB,16200.79423,16667.48377,15167.41023,15167.41023,1091945.401
28/03/2007 2:00,ACB,15200.7452,16927.49652,14000.68637,16927.49652,1334934.234
29/03/2007 2:00,ACB,17134.17332,17134.17332,17134.17332,17134.17332,916453.6965
30/03/2007 2:00,ACB,18667.58183,18847.59065,15667.43475,16667.48377,1114444.444
02/04/2007 2:00,ACB,17667.5328,17667.5328,16000.78443,16334.1341,568470.71
03/04/2007 2:00,ACB,16007.45142,16534.14391,15334.08507,16007.45142,683966.3459
04/04/2007 2:00,ACB,16667.48377,17000.83345,16667.48377,16800.82365,400480.0635
05/04/2007 2:00,ACB,17007.50044,17334.18313,16347.46808,16534.14391,650967.888
06/04/2007 2:00,ACB,17334.18313,17334.18313,16667.48377,17000.83345,1330433.599
09/04/2007 2:00,ACB,16880.82757,17334.18313,16880.82757,17060.83639,836956.9419
10/04/2007 2:00,ACB,17334.18313,17934.21254,17334.18313,17800.87267,1601920.254
11/04/2007 2:00,ACB,18334.23215,18667.58183,17800.87267,17934.21254,1223939.233
12/04/2007 2:00,ACB,18634.24686,18634.24686,17200.84325,17274.18019,857957.8391
13/04/2007 2:00,ACB,18600.91189,18600.91189,16667.48377,17734.20274,2015900.156
16/04/2007 2:00,ACB,17967.54751,18667.58183,16467.47397,16467.47397,1120443.224
17/04/2007 2:00,ACB,16667.48377,16667.48377,16014.11841,16247.46319,1276436.31
18/04/2007 2:00,ACB,17000.83345,17334.18313,16334.1341,17327.51613,1757913.34
19/04/2007 2:00,ACB,17667.5328,17667.5328,16447.47299,16600.81384,1775911.747
20/04/2007 2:00,ACB,17267.51319,17267.51319,16000.78443,16134.12429,2024899.36
23/04/2007 2:00,ACB,15063.40062,15098.06897,14578.04363,14647.38035,464976.7676
24/04/2007 2:00,ACB,14734.05124,14751.38542,13867.34234,14482.70566,1570306.289
25/04/2007 2:00,ACB,14734.05124,15791.43609,14300.69679,15791.43609,1906060.277
02/05/2007 2:00,ACB,15323.41328,15323.41328,14560.70946,15037.39935,1661455.514
03/05/2007 2:00,ACB,14994.06391,14994.06391,14474.03857,14552.04237,781114.3515
04/05/2007 2:00,ACB,14734.05124,14734.05124,13867.34234,14257.36135,989951.6708
07/05/2007 2:00,ACB,14560.70946,14560.70946,14214.0259,14430.70312,1274936.098
08/05/2007 2:00,ACB,14604.0449,14985.39682,14474.03857,14647.38035,1653379.995
09/05/2007 2:00,ACB,14907.39302,15080.73479,14448.0373,14630.04617,1711069.953
10/05/2007 2:00,ACB,14734.05124,14734.05124,14214.0259,14361.36641,691118.1815
11/05/2007 2:00,ACB,14474.03857,14647.38035,14214.0259,14638.71326,1234554.367
14/05/2007 2:00,ACB,14907.39302,14907.39302,14560.70946,14560.70946,1100715.234
15/05/2007 2:00,ACB,14994.06391,15080.73479,14586.71072,14638.71326,929953.5353
16/05/2007 2:00,ACB,14578.04363,14734.05124,14474.03857,14474.03857,755730.6044
17/05/2007 2:00,ACB,14560.70946,14647.38035,14482.70566,14595.37781,1345317.93
18/05/2007 2:00,ACB,14647.38035,14647.38035,14474.03857,14552.04237,1145713.319
21/05/2007 2:00,ACB,14647.38035,14820.72213,14474.03857,14552.04237,934567.8228
22/05/2007 2:00,ACB,14647.38035,14734.05124,14517.37401,14560.70946,1742221.043
23/05/2007 2:00,ACB,14725.38415,14734.05124,14595.37781,14595.37781,1842600.91
24/05/2007 2:00,ACB,14734.05124,14734.05124,14491.37275,14517.37401,635736.3999
25/05/2007 2:00,ACB,14387.36768,14560.70946,14300.69679,14517.37401,649583.3951
28/05/2007 2:00,ACB,14543.37528,14543.37528,14300.69679,14396.03476,856110.471
29/05/2007 2:00,ACB,14430.70312,14430.70312,14231.36008,14257.36135,766116.3674
30/05/2007 2:00,ACB,14517.37401,14517.37401,13867.34234,13867.34234,852649.2388
31/05/2007 2:00,ACB,13962.68032,14066.68539,13867.34234,13971.34741,1076484.542
01/06/2007 2:00,ACB,13945.34614,14474.03857,13867.34234,14127.35501,1636073.834
04/06/2007 2:00,ACB,13954.01323,14257.36135,13867.34234,13867.34234,1173403.177
05/06/2007 2:00,ACB,14040.68412,14040.68412,13520.65878,13555.32714,808806.2755
06/06/2007 2:00,ACB,13520.65878,13728.66892,13260.64612,13676.66638,939184.1766
07/06/2007 2:00,ACB,13694.00056,13867.34234,13433.98789,13485.99043,891877.9147
08/06/2007 2:00,ACB,13520.65878,13520.65878,13000.63345,13260.64612,824959.3812
11/06/2007 2:00,ACB,13347.317,13347.317,12567.279,12653.94988,741885.6756
12/06/2007 2:00,ACB,12653.94988,12653.94988,12064.58784,12220.59544,1781449.719
13/06/2007 2:00,ACB,12307.26633,12307.26633,11847.91061,11925.91441,2328347.137
14/06/2007 2:00,ACB,12047.25366,12315.93342,11873.91188,12307.26633,1851831.551
15/06/2007 2:00,ACB,12393.93722,13000.63345,12393.93722,12844.62584,1286474.917
18/06/2007 2:00,ACB,12922.62964,13173.97522,12827.29167,13043.96889,1023410.937
19/06/2007 2:00,ACB,13000.63345,13000.63345,12740.62078,12948.63091,1339548.521
20/06/2007 2:00,ACB,13000.63345,13000.63345,12567.279,12671.28406,604585.3101
21/06/2007 2:00,ACB,12740.62078,12740.62078,12055.92075,12133.92455,1448005.974
22/06/2007 2:00,ACB,12133.92455,12177.25999,11700.5701,12177.25999,1450312.085
25/06/2007 2:00,ACB,12133.92455,12133.92455,11787.24099,11873.91188,1314164.774
26/06/2007 2:00,ACB,11960.58277,11960.58277,11613.89921,11830.57644,2448341.341
27/06/2007 2:00,ACB,11960.58277,12133.92455,11787.24099,11813.24226,616122.062
28/06/2007 2:00,ACB,11787.24099,11873.91188,11527.22832,11570.56377,631122.1124
29/06/2007 2:00,ACB,11544.5625,11613.89921,10573.84854,10937.86627,1513771.452
02/07/2007 2:00,ACB,10573.84854,10833.86121,9793.810525,9880.481417,2979083.587
03/07/2007 2:00,ACB,9967.152309,9967.152309,9273.785191,9689.80546,3508674.844
04/07/2007 2:00,ACB,10357.17131,10461.17638,9707.139639,10461.17638,4565545.048
05/07/2007 2:00,ACB,10660.51942,11007.20298,10235.83206,10357.17131,2986008.118
06/07/2007 2:00,ACB,10409.17385,10573.84854,9880.481417,10426.50802,1749143.507
09/07/2007 2:00,ACB,10313.83587,10573.84854,10157.82827,10400.50676,1566845.057
10/07/2007 2:00,ACB,10400.50676,11137.20932,10313.83587,11093.87388,2142587.454
11/07/2007 2:00,ACB,11267.21565,11353.88654,11102.54096,11154.5435,2614486.686
12/07/2007 2:00,ACB,11267.21565,11267.21565,10487.17764,10773.19158,1764143.558
13/07/2007 2:00,ACB,10617.18398,11007.20298,10617.18398,11007.20298,1471081.544
16/07/2007 2:00,ACB,10790.52576,10833.86121,10487.17764,10556.51436,1670686.156
17/07/2007 2:00,ACB,10573.84854,10790.52576,10556.51436,10764.52449,1105329.521
18/07/2007 2:00,ACB,10703.85487,10903.19792,10703.85487,10764.52449,1239168.655
19/07/2007 2:00,ACB,10833.86121,10833.86121,10573.84854,10686.52069,1055717.149
20/07/2007 2:00,ACB,10703.85487,10703.85487,10617.18398,10625.85107,1647610.586
23/07/2007 2:00,ACB,10747.19031,10747.19031,10513.17891,10573.84854,954184.2271
24/07/2007 2:00,ACB,10573.84854,10617.18398,10443.8422,10443.8422,807651.1538
25/07/2007 2:00,ACB,10530.51309,10573.84854,10227.16497,10331.17005,1423775.282
26/07/2007 2:00,ACB,10313.83587,10313.83587,10183.82953,10218.49789,1347626.107
27/07/2007 2:00,ACB,10149.16118,10270.50042,9967.152309,10227.16497,1617612.551
30/07/2007 2:00,ACB,9967.152309,10097.15864,9923.81686,10097.15864,754577.5492
31/07/2007 2:00,ACB,10053.8232,10053.8232,9941.15104,9993.153573,1009566.009
01/08/2007 2:00,ACB,9967.152309,10400.50676,9958.48522,10357.17131,1017641.528
02/08/2007 2:00,ACB,10573.84854,10573.84854,10157.82827,10227.16497,1660302.459
03/08/2007 2:00,ACB,10209.8308,10227.16497,10062.49029,10140.49409,1304936.199
06/08/2007 2:00,ACB,10227.16497,10227.16497,10036.48902,10036.48902,1077639.664
07/08/2007 2:00,ACB,10053.8232,10088.49155,9975.819399,10053.8232,1728376.114
08/08/2007 2:00,ACB,10062.49029,10175.16244,10053.8232,10140.49409,836496.1331
09/08/2007 2:00,ACB,10400.50676,10400.50676,10140.49409,10322.50296,1135327.556
10/08/2007 2:00,ACB,10487.17764,10573.84854,10209.8308,10253.16624,1400699.712
13/08/2007 2:00,ACB,10400.50676,10400.50676,10140.49409,10183.82953,719963.1608
14/08/2007 2:00,ACB,10166.49535,10209.8308,10097.15864,10166.49535,929953.5353
15/08/2007 2:00,ACB,10149.16118,10313.83587,10149.16118,10227.16497,1699531.135
16/08/2007 2:00,ACB,10227.16497,10227.16497,10140.49409,10209.8308,1678763.742
17/08/2007 2:00,ACB,10227.16497,10227.16497,10140.49409,10149.16118,1720300.595
20/08/2007 2:00,ACB,10140.49409,10183.82953,10010.48775,10097.15864,815728.7399
21/08/2007 2:00,ACB,10140.49409,10183.82953,10053.8232,10097.15864,1377624.142
22/08/2007 2:00,ACB,10123.15991,10140.49409,10019.15484,10123.15991,1720300.595
23/08/2007 2:00,ACB,10140.49409,10183.82953,10053.8232,10123.15991,1791835.482
24/08/2007 2:00,ACB,10573.84854,10573.84854,10123.15991,10270.50042,1373009.854
27/08/2007 2:00,ACB,10253.16624,10313.83587,10149.16118,10227.16497,1229938.013
28/08/2007 2:00,ACB,10227.16497,10227.16497,10131.827,10192.49662,1052255.917
29/08/2007 2:00,ACB,10183.82953,10244.49915,10183.82953,10227.16497,1123790.804
30/08/2007 2:00,ACB,10209.8308,10253.16624,10209.8308,10244.49915,1319934.183
31/08/2007 2:00,ACB,10487.17764,10487.17764,10235.83206,10313.83587,1706453.599
04/09/2007 2:00,ACB,10383.17258,10573.84854,10331.17005,10573.84854,1319934.183
05/09/2007 2:00,ACB,10747.19031,10747.19031,10383.17258,10409.17385,2324885.905
06/09/2007 2:00,ACB,10400.50676,10504.51182,10357.17131,10383.17258,1180325.641
07/09/2007 2:00,ACB,10400.50676,10487.17764,10374.50549,10374.50549,1381085.374
10/09/2007 2:00,ACB,10391.83967,10487.17764,10313.83587,10365.8384,1278397.331
11/09/2007 2:00,ACB,10400.50676,10400.50676,10313.83587,10365.8384,1036102.811
12/09/2007 2:00,ACB,10322.50296,10365.8384,10322.50296,10348.50422,995719.0135
13/09/2007 2:00,ACB,10357.17131,10400.50676,10357.17131,10383.17258,995719.0135
14/09/2007 2:00,ACB,10487.17764,10504.51182,10365.8384,10504.51182,1016488.473
17/09/2007 2:00,ACB,10513.17891,10963.86754,10513.17891,10868.52956,2852166.918
18/09/2007 2:00,ACB,10920.53209,11743.90554,10920.53209,11691.90301,4739767.979
19/09/2007 2:00,ACB,12133.92455,12393.93722,11830.57644,12298.59924,4887454.108
20/09/2007 2:00,ACB,12437.27266,13182.64231,11267.21565,11873.91188,3868657.458
21/09/2007 2:00,ACB,11700.5701,11873.91188,11527.22832,11674.56883,2945624.32
24/09/2007 2:00,ACB,11787.24099,12567.279,11787.24099,12523.94355,3310223.288
25/09/2007 2:00,ACB,12558.61191,13173.97522,12558.61191,12861.96002,5420504.531
26/09/2007 2:00,ACB,12905.29546,13000.63345,12567.279,12688.61824,3266378.258
27/09/2007 2:00,ACB,12688.61824,12705.95242,12523.94355,12697.28533,3042542.955
28/09/2007 2:00,ACB,12653.94988,13390.65245,12653.94988,13347.317,4556314.407
01/10/2007 2:00,ACB,13607.32967,14430.70312,13130.63978,14300.69679,5573958.002
02/10/2007 2:00,ACB,14734.05124,15167.40569,13694.00056,14214.0259,5809332.123
03/10/2007 2:00,ACB,14040.68412,14560.70946,14040.68412,14257.36135,3409448.033
04/10/2007 2:00,ACB,14361.36641,14560.70946,13962.68032,14040.68412,2705635.911
05/10/2007 2:00,ACB,14248.69426,14300.69679,13607.32967,13867.34234,2447188.286
08/10/2007 2:00,ACB,14196.69172,14387.36768,13867.34234,14344.03223,5036291.225
09/10/2007 2:00,ACB,14734.05124,15600.76013,14474.03857,14959.39555,6153161.631
10/10/2007 2:00,ACB,15427.41836,15427.41836,14864.05757,14994.06391,2281040.875
11/10/2007 2:00,ACB,15167.40569,15167.40569,14647.38035,14924.72719,2034130.001
12/10/2007 2:00,ACB,14976.72973,14994.06391,14560.70946,14881.39175,3285992.596
15/10/2007 2:00,ACB,14907.39302,15150.07151,14812.05504,14907.39302,3523672.828
16/10/2007 2:00,ACB,14916.0601,15046.06644,14734.05124,14820.72213,4069415.125
17/10/2007 2:00,ACB,14907.39302,14907.39302,14430.70312,14560.70946,4026725.216
18/10/2007 2:00,ACB,14474.03857,14560.70946,14300.69679,14387.36768,2531415.047
19/10/2007 2:00,ACB,14430.70312,14820.72213,14214.0259,14647.38035,3085232.863
22/10/2007 2:00,ACB,14734.05124,14777.38668,14474.03857,14560.70946,2562566.137
23/10/2007 2:00,ACB,14517.37401,14647.38035,13858.67525,14127.35501,2501414.946
24/10/2007 2:00,ACB,14300.69679,14300.69679,13876.00943,14248.69426,2315655.263
25/10/2007 2:00,ACB,14378.70059,14387.36768,14214.0259,14257.36135,2230275.447
26/10/2007 2:00,ACB,14300.69679,14560.70946,14300.69679,14474.03857,3020620.44
29/10/2007 2:00,ACB,14560.70946,14647.38035,14474.03857,14560.70946,3715201.92
30/10/2007 2:00,ACB,14690.71579,14734.05124,14482.70566,14647.38035,5916634.454
31/10/2007 2:00,ACB,14742.71833,16034.11458,14742.71833,16034.11458,9979127.115
01/11/2007 2:00,ACB,16467.46903,16684.14626,16120.78547,16467.46903,9283392.579
02/11/2007 2:00,ACB,16892.15639,17325.51084,15600.76013,15860.7728,4099415.225
05/11/2007 2:00,ACB,15774.10191,15774.10191,15124.07024,15332.08037,2761017.693
06/11/2007 2:00,ACB,14994.06391,15167.40569,14907.39302,15054.73353,3114077.842
07/11/2007 2:00,ACB,14994.06391,15600.76013,14829.38921,15132.73733,4641696.29
08/11/2007 2:00,ACB,15427.41836,15427.41836,15046.06644,15046.06644,2386037.095
09/11/2007 2:00,ACB,14994.06391,15080.73479,14430.70312,14820.72213,4314019.887
12/11/2007 2:00,ACB,14647.38035,14647.38035,14196.69172,14214.0259,3628669.049
13/11/2007 2:00,ACB,14127.35501,14170.69045,12957.298,13087.30433,4972833.924
14/11/2007 2:00,ACB,14560.70946,14742.71833,14300.69679,14742.71833,4913990.91
15/11/2007 2:00,ACB,15600.76013,15600.76013,14318.03097,14647.38035,2332961.424
16/11/2007 2:00,ACB,14517.37401,14734.05124,14257.36135,14647.38035,2653715.362
19/11/2007 2:00,ACB,14734.05124,14734.05124,14560.70946,14682.0487,1888754.116
20/11/2007 2:00,ACB,14647.38035,14690.71579,14474.03857,14612.71199,3330990.681
21/11/2007 2:00,ACB,14604.0449,14690.71579,13971.34741,14690.71579,2919087.518
22/11/2007 2:00,ACB,14638.71326,15886.77407,14638.71326,14994.06391,5317816.487
23/11/2007 2:00,ACB,15340.74746,15340.74746,14907.39302,15124.07024,3318298.808
26/11/2007 2:00,ACB,15436.08544,15583.42595,15254.07658,15427.41836,4562083.816
27/11/2007 2:00,ACB,15514.08924,15600.76013,15046.06644,15219.40822,3536364.702
28/11/2007 2:00,ACB,15262.74366,15427.41836,15124.07024,15132.73733,3031004.137
29/11/2007 2:00,ACB,15254.07658,15340.74746,15167.40569,15254.07658,2892550.716
30/11/2007 2:00,ACB,15340.74746,15340.74746,15098.06897,15167.40569,1960289.004
03/12/2007 2:00,ACB,15210.74113,15297.41202,15167.40569,15297.41202,2659484.771
04/12/2007 2:00,ACB,15340.74746,15592.09304,15254.07658,15358.08164,4094798.872
05/12/2007 2:00,ACB,15427.41836,15427.41836,15184.73986,15280.07784,2089511.783
06/12/2007 2:00,ACB,15297.41202,15297.41202,15167.40569,15184.73986,1784913.017
07/12/2007 2:00,ACB,15167.40569,15184.73986,14994.06391,15115.40315,2506031.3
10/12/2007 2:00,ACB,15098.06897,15098.06897,14647.38035,14734.05124,3092155.327
11/12/2007 2:00,ACB,14734.05124,14734.05124,14387.36768,14517.37401,2182969.185
12/12/2007 2:00,ACB,14474.03857,14820.72213,14240.02717,14448.0373,4770921.135
13/12/2007 2:00,ACB,14474.03857,14474.03857,14214.0259,14283.36261,2360653.348
14/12/2007 2:00,ACB,14387.36768,15184.73986,14214.0259,14266.02843,1892215.348
17/12/2007 2:00,ACB,14344.03223,14344.03223,14170.69045,14214.0259,2706791.033
18/12/2007 2:00,ACB,14214.0259,14231.36008,13954.01323,14214.0259,3073696.111
19/12/2007 2:00,ACB,14127.35501,14647.38035,14127.35501,14647.38035,3066771.58
20/12/2007 2:00,ACB,14647.38035,14647.38035,14300.69679,14326.69806,1738759.811
21/12/2007 2:00,ACB,14387.36768,14560.70946,14257.36135,14491.37275,2023746.305
24/12/2007 2:00,ACB,14560.70946,14907.39302,14474.03857,14725.38415,2459878.093
25/12/2007 2:00,ACB,14734.05124,14734.05124,14517.37401,14526.0411,2662946.003
26/12/2007 2:00,ACB,14543.37528,14612.71199,14396.03476,14560.70946,1864523.424
27/12/2007 2:00,ACB,14569.37655,14569.37655,13867.34234,14300.69679,6088549.208
28/12/2007 2:00,ACB,14127.35501,14300.69679,13954.01323,14214.0259,6220080.165
02/01/2008 2:00,ACB,12133.92455,12913.96255,11691.90301,12567.279,6358535.652
03/01/2008 2:00,ACB,12133.92455,12307.26633,12003.91821,12133.92455,2402190.201
04/01/2008 2:00,ACB,12090.5891,12133.92455,11960.58277,12047.25366,1843756.031
07/01/2008 2:00,ACB,12064.58784,12064.58784,11440.55743,11613.89921,2801401.491
08/01/2008 2:00,ACB,11700.5701,11986.58403,11700.5701,11743.90554,2074513.799
09/01/2008 2:00,ACB,11865.24479,11960.58277,11527.22832,11570.56377,1989131.916
10/01/2008 2:00,ACB,11631.23339,11631.23339,11137.20932,11570.56377,2893703.771
11/01/2008 2:00,ACB,11613.89921,11700.5701,11267.21565,11483.89287,1983364.574
14/01/2008 2:00,ACB,11440.55743,11596.56503,11093.87388,11111.20805,3004467.334
15/01/2008 2:00,ACB,10920.53209,10920.53209,10417.84093,10660.51942,3963267.915
16/01/2008 2:00,ACB,10747.19031,11570.56377,10660.51942,11570.56377,6150853.454
17/01/2008 2:00,ACB,11830.57644,12047.25366,10833.86121,11267.21565,3909039.189
18/01/2008 2:00,ACB,11267.21565,11587.89795,11093.87388,11527.22832,2227967.27
21/01/2008 2:00,ACB,11527.22832,11613.89921,11180.54476,11345.21945,1661455.514
22/01/2008 2:00,ACB,11267.21565,11267.21565,10946.53336,11197.87894,1888754.116
23/01/2008 2:00,ACB,11093.87388,11093.87388,10833.86121,11007.20298,3894039.138
24/01/2008 2:00,ACB,10946.53336,11258.54856,10877.19665,10920.53209,2757556.461
25/01/2008 2:00,ACB,11267.21565,11267.21565,10842.5283,11007.20298,3021775.562
28/01/2008 2:00,ACB,11093.87388,11137.20932,10920.53209,11137.20932,2547568.153
29/01/2008 2:00,ACB,11007.20298,11388.5549,11007.20298,11319.21819,3630975.159
30/01/2008 2:00,ACB,11700.5701,12133.92455,11449.22452,11951.91568,4502087.747
31/01/2008 2:00,ACB,12021.25239,12047.25366,11353.88654,11804.57517,2823321.939
01/02/2008 2:00,ACB,11717.90427,11960.58277,11717.90427,11891.24606,3637897.624
12/02/2008 2:00,ACB,11960.58277,11960.58277,11527.22832,11587.89795,1582998.163
13/02/2008 2:00,ACB,11587.89795,11613.89921,11440.55743,11440.55743,1193017.514
14/02/2008 2:00,ACB,11527.22832,11700.5701,11440.55743,11570.56377,1521846.972
15/02/2008 2:00,ACB,11691.90301,11691.90301,11414.55616,11423.22325,1034947.689
18/02/2008 2:00,ACB,11353.88654,11353.88654,10833.86121,10920.53209,4042878.322
19/02/2008 2:00,ACB,10851.19538,10981.20171,10530.51309,10781.85867,4224023.717
20/02/2008 2:00,ACB,10573.84854,10833.86121,10140.49409,10313.83587,4352095.508
21/02/2008 2:00,ACB,10183.82953,10183.82953,9403.791526,9403.791526,3607899.589
22/02/2008 2:00,ACB,8693.090229,10218.49789,8493.747181,9447.126969,11242528.53
25/02/2008 2:00,ACB,9447.126969,9802.477615,9187.114299,9802.477615,4031341.57
